"...1","V1.x","area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg","State","V1.y","value"
401,401,33000,5,10,51,0,2017,"A",NA,"New Hampshire -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",49348,569014,31778258748,7486118784,65559737,1074,55848,NA,0.98,1.02,1.04,1.02,1.01,1.01,1.01,NA,483,1,6205,1.1,1264093374,4.1,177366284,2.4,1406757,2.2,31,3,1630,3,"New Hampshire",401,8.44
402,402,34000,5,10,51,0,2017,"A",NA,"New Jersey -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",259703,3435139,218836196205,89943542784,1733799014,1225,63705,NA,1.01,1.01,1,1,1,1,1,NA,2362,0.9,52961,1.6,7693769527,3.6,3795559739,4.4,-310202689,-15.2,24,2,1277,2,"New Jersey",402,7.5
403,403,35000,5,10,51,0,2017,"A",NA,"New Mexico -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",53995,633035,26625642122,13118137322,151733006,809,42060,NA,0.96,0.92,0.89,0.99,0.98,0.97,0.97,NA,-110,-0.2,5563,0.9,860055106,3.3,409567511,3.2,-150211109,-49.7,19,2.4,997,2.4,"New Mexico",403,9.7
404,404,36000,5,10,51,0,2017,"A",NA,"New York -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",623308,7899798,567714796533,88109771108,2624677015,1382,71864,NA,1.01,1,1.02,1.02,1,1.02,1.02,NA,5132,0.8,117391,1.5,29913304447,5.6,3302720875,3.9,-326934018,-11.1,53,4,2759,4,"New York",404,7.25
405,405,37000,5,10,51,0,2017,"A",NA,"North Carolina -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",265389,3633435,177989070554,72961855260,768378093,942,48986,NA,1,0.99,0.99,1.02,1.01,1,1,NA,4393,1.7,67506,1.9,9443705026,5.6,3591625612,5.2,-395455266,-34,33,3.6,1721,3.6,"North Carolina",405,7.25
406,406,38000,5,10,51,0,2017,"A",NA,"North Dakota -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",29849,343190,17439462631,8981166785,179264196,977,50816,NA,0.96,0.97,0.98,1,0.99,1.01,1.01,NA,-162,-0.5,-2498,-0.7,393640867,2.3,-366040222,-3.9,42912717,31.5,29,3.1,1506,3.1,"North Dakota",406,8.15
407,407,39000,5,10,51,0,2017,"A",NA,"Ohio -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",281633,4646773,225725407283,44112406737,1260473443,934,48577,NA,0.98,1.02,1.01,1.02,1,0.99,0.99,NA,2974,1.1,40088,0.9,8679580193,4,845964339,2,222026500,21.4,28,3.1,1462,3.1,"Ohio",407,7.25
408,408,40000,5,10,51,0,2017,"A",NA,"Oklahoma -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",104615,1260205,56924235599,21879226494,212117337,869,45171,NA,0.98,0.94,0.94,0.93,0.96,1,1,NA,1188,1.1,7560,0.6,2047276720,3.7,530062232,2.5,25406275,13.6,27,3.2,1362,3.1,"Oklahoma",408,9.75
409,409,41000,5,10,51,0,2017,"A",NA,"Oregon -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",144582,1596853,80616928033,43461993733,967539222,971,50485,NA,0.99,1,0.99,1.01,1,0.99,0.99,NA,4828,3.5,40483,2.6,4554503388,6,2815996951,6.9,62001026,6.8,31,3.3,1613,3.3,"Oregon",409,7.25
410,410,42000,5,10,51,0,2017,"A",NA,"Pennsylvania -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",340718,5124456,275045949904,49818727216,2718301580,1032,53673,NA,0.99,1.04,1.03,1.02,1,1,0.99,NA,1487,0.4,61784,1.2,11255449390,4.3,1972697283,4.1,-75109604,-2.7,30,3,1568,3,"Pennsylvania",410,9.6
411,411,44000,5,10,51,0,2017,"A",NA,"Rhode Island -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",36649,417997,21287346807,7758808213,222688550,979,50927,NA,1.01,1.03,0.99,1.02,1,0.96,0.96,NA,496,1.4,3587,0.9,744959020,3.6,232537186,3.1,-34506226,-13.4,26,2.7,1357,2.7,"Rhode Island",411,7.25
412,412,45000,5,10,51,0,2017,"A",NA,"South Carolina -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",124941,1688066,73540249680,24294044533,336542128,838,43565,NA,1,0.97,0.96,1.01,1,0.99,0.99,NA,4092,3.4,36757,2.2,3803038798,5.5,697798527,3,-21357913,-6,26,3.2,1334,3.2,"South Carolina",412,7.25
413,413,46000,5,10,51,0,2017,"A",NA,"South Dakota -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",30860,348925,14778249935,4607610262,32025270,814,42354,NA,0.96,0.97,0.97,0.99,0.96,1,1,NA,301,1,1428,0.4,485129988,3.4,30659406,0.7,-1995527,-5.9,23,2.9,1222,3,"South Dakota",413,8.65
414,414,47000,5,10,51,0,2017,"A",NA,"Tennessee -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",152583,2519935,123506688844,23432150933,268331937,943,49012,NA,1,1.01,1.02,1,0.99,1.01,1,NA,3773,2.5,41198,1.7,5437445364,4.6,351706275,1.5,-427957,-0.2,27,2.9,1379,2.9,"Tennessee",414,7.25
415,415,48000,5,10,51,0,2017,"A",NA,"Texas -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",660399,10151376,574396095911,108335434383,2824000010,1088,56583,NA,1.01,0.99,1.01,1.01,1.01,1.01,1.02,NA,18702,2.9,191127,1.9,25736862211,4.7,3038943278,2.9,415209085,17.2,29,2.7,1498,2.7,"Texas",415,7.25
416,416,49000,5,10,51,0,2017,"A",NA,"Utah -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",95389,1202475,56080138901,30314376040,183448324,897,46637,NA,0.99,0.99,0.99,1.02,1,1,1,NA,2992,3.2,37061,3.2,3300178075,6.3,1928820552,6.8,-15019761,-7.6,26,3,1348,3,"Utah",416,7.25
417,417,50000,5,10,51,0,2017,"A",NA,"Vermont -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",24034,256446,11593061377,3714372862,134111369,869,45207,NA,0.97,0.97,0.95,1.02,1,0.98,0.98,NA,485,2.1,1447,0.6,340428291,3,111314491,3.1,-1053323,-0.8,20,2.4,1079,2.4,"Vermont",417,10
418,418,51000,5,10,51,0,2017,"A",NA,"Virginia -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",262446,3140917,175840565206,28896069021,464052262,1077,55984,NA,1,0.96,0.95,1.01,1,0.99,0.99,NA,5621,2.2,45732,1.5,7811560912,4.6,496773083,1.7,-66559787,-12.5,33,3.2,1697,3.1,"Virginia",418,7.25
419,419,53000,5,10,51,0,2017,"A",NA,"Washington -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",237316,2735142,170164559114,87357144356,967079845,1196,62214,NA,1.01,0.98,0.98,1.01,1,1,1,NA,346,0.1,65847,2.5,12525548153,7.9,4911616388,6,-54221707,-5.3,60,5.3,3158,5.3,"Washington",419,11
420,420,54000,5,10,51,0,2017,"A",NA,"West Virginia -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",46332,547549,23439985424,6547916354,190209975,823,42809,NA,0.95,0.94,0.93,1.01,1,0.99,0.99,NA,246,0.5,932,0.2,1154356290,5.2,115815066,1.8,9842725,5.5,39,5,2039,5,"West Virginia",420,8.75
421,421,55000,5,10,51,0,2017,"A",NA,"Wisconsin -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",164288,2473083,116758300542,32197404180,663541372,908,47212,NA,0.99,1.02,1.02,1.01,1,1,1,NA,2812,1.7,25251,1,4273632884,3.8,724103229,2.3,-137201405,-17.1,24,2.7,1259,2.7,"Wisconsin",421,7.25
422,422,56000,5,10,51,0,2017,"A",NA,"Wyoming -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",24622,203816,9231906739,4565360117,67359586,871,45295,NA,0.97,0.89,0.87,1,0.98,0.98,0.98,NA,91,0.4,-1224,-0.6,248353564,2.8,8019278,0.2,8199666,13.9,28,3.3,1481,3.4,"Wyoming",422,7.25
423,423,72000,5,10,51,0,2017,"A",NA,"Puerto Rico -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",43885,656474,17235016979,4717301726,153297401,505,26254,NA,0.99,0.89,0.85,1.01,0.99,0.95,0.95,NA,-228,-0.5,-13364,-2,-233486098,-1.3,-52088631,-1.1,-8335124,-5.2,3,0.6,175,0.7,"Puerto Rico",423,7.25
424,424,78000,5,10,51,0,2017,"A",NA,"Virgin Islands -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",3281,26309,966053556,567429521,8952935,706,36720,NA,0.99,0.83,0.74,1.01,1,0.89,0.89,NA,17,0.5,-1210,-4.4,18043422,1.9,22699837,4.2,400992,4.7,44,6.6,2271,6.6,"Virgin Islands",424,7.25
425,425,1000,5,10,51,0,2018,"A",NA,"Alabama -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",120979,1598129,74416781447,15277980519,204443436,895,46565,NA,0.98,0.96,0.94,1.01,1,0.98,0.98,NA,2406,2,23357,1.5,3441432355,4.8,475943492,3.2,-13510012,-6.2,28,3.2,1495,3.3,"Alabama",425,7.25
426,426,2000,5,10,51,0,2018,"A",NA,"Alaska -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",19889,246319,13402031462,7603153846,120818802,1046,54409,NA,0.94,0.9,0.88,0.99,0.98,0.98,0.98,NA,86,0.4,-533,-0.2,487756684,3.8,97599967,1.3,-9682495,-7.4,40,4,2093,4,"Alaska",426,9.84
427,427,4000,5,10,51,0,2018,"A",NA,"Arizona -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",156748,2436592,125428730299,21097467624,481725480,990,51477,NA,1.01,1.01,1.01,1.01,1,0.99,0.99,NA,1880,1.2,76381,3.2,8006043903,6.8,774125761,3.8,16373118,3.5,33,3.4,1726,3.5,"Arizona",427,10.5
428,428,5000,5,10,51,0,2018,"A",NA,"Arkansas -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",86265,1014114,44338935872,11159543716,175113383,841,43722,NA,0.98,0.98,0.98,1,1,1,1,NA,1163,1.4,10039,1,1457160721,3.4,-1386033300,-11,-45522646,-20.6,20,2.4,1014,2.4,"Arkansas",428,8.5
429,429,6000,5,10,51,0,2018,"A",NA,"California -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",1517847,14876010,1014583474042,130308094624,5546639848,1312,68203,NA,1.01,1.01,1,1.01,1,1,1,NA,37975,2.6,317358,2.2,60340621064,6.3,4001969432,3.2,-16267748,-0.3,52,4.1,2658,4.1,"California",429,11
430,430,8000,5,10,51,0,2018,"A",NA,"Colorado -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",201763,2255703,133771272334,32055231433,525485253,1140,59304,NA,1.01,0.99,1,0.96,0.99,1.01,1.01,NA,6426,3.3,57961,2.6,7856244571,6.2,1556095434,5.1,-112239773,-17.6,38,3.4,2011,3.5,"Colorado",430,10.2
431,431,9000,5,10,51,0,2018,"A",NA,"Connecticut -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",117513,1449072,98976442614,20787555198,705419246,1314,68303,NA,1,1.02,1.03,1.01,1,1.01,1.01,NA,2289,2,6684,0.5,1948929846,2,214848596,1,-21965050,-3,20,1.5,1034,1.5,"Connecticut",431,10.1
432,432,10000,5,10,51,0,2018,"A",NA,"Delaware -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",32559,384332,21785213824,5877615221,86462801,1090,56683,NA,1.01,1.01,1.01,1.01,1,1,1,NA,1189,3.8,5109,1.3,632204989,3,-413324484,-6.6,-6912140,-7.4,17,1.6,903,1.6,"Delaware",432,8.25
433,433,11000,5,10,51,0,2018,"A",NA,"District of Columbia","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",39325,534661,47148825886,5403690701,133493717,1696,88184,NA,1.02,0.81,0.75,1.02,1.01,0.92,0.92,NA,-240,-0.6,9888,1.9,2255326273,5,151337840,2.9,1475471,1.1,51,3.1,2636,3.1,"District",433,13.25
434,434,12000,5,10,51,0,2018,"A",NA,"Florida -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",684528,7635037,377741168071,65752801624,519585847,951,49475,NA,1.02,1.03,1.02,1.02,1.01,0.99,0.99,NA,17117,2.6,197649,2.7,22393994268,6.3,2051991702,3.2,-177297821,-25.4,32,3.5,1697,3.6,"Florida",434,8.25
435,435,13000,5,10,51,0,2018,"A",NA,"Georgia -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",270541,3777824,204738291428,42494468346,618477907,1042,54195,NA,1,1,1.01,1.01,1,1.01,1.01,NA,4983,1.9,78364,2.1,9096506688,4.6,1312511669,3.2,-65576103,-9.6,25,2.5,1311,2.5,"Georgia",435,7.25
436,436,15000,5,10,51,0,2018,"A",NA,"Hawaii -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",40274,536370,25947645218,16054009457,171443522,930,48376,NA,0.98,0.96,0.91,1.02,1.01,0.95,0.95,NA,1102,2.8,4507,0.8,930544881,3.7,809144827,5.3,13174984,8.3,25,2.8,1339,2.8,"Hawaii",436,10.1
437,437,16000,5,10,51,0,2018,"A",NA,"Idaho -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",60875,611396,26218444951,15934941343,124455023,825,42883,NA,0.99,0.98,0.98,1.01,1,1,1,NA,2454,4.2,22089,3.7,1868022145,7.7,1040797771,7,-45200219,-26.6,30,3.8,1563,3.8,"Idaho",437,7.25
438,438,17000,5,10,51,0,2018,"A",NA,"Illinois -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",358529,5193821,313839034464,67641625589,1741007330,1162,60425,NA,1.01,1.02,1.03,1.01,1,1.01,1.01,NA,5169,1.5,40466,0.8,12829110717,4.3,1382447148,2.1,-136883746,-7.3,39,3.5,2015,3.4,"Illinois",438,8.25
439,439,18000,5,10,51,0,2018,"A",NA,"Indiana -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",162027,2659130,127283367737,27503295934,489221155,921,47867,NA,1,1.02,1.03,1.01,1,1.01,1.01,NA,2898,1.8,31739,1.2,5309643469,4.4,436342800,1.6,-42077461,-7.9,28,3.1,1443,3.1,"Indiana",439,7.25
440,440,19000,5,10,51,0,2018,"A",NA,"Iowa -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",96660,1309819,61653056860,30469632632,385198786,905,47070,NA,0.97,0.99,0.98,1.01,1,0.99,0.99,NA,1259,1.3,8627,0.7,2412989912,4.1,1112949887,3.8,-79876875,-17.2,29,3.3,1542,3.4,"Iowa",440,7.25
441,441,20000,5,10,51,0,2018,"A",NA,"Kansas -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",83788,1139242,53971420918,16637914156,287951604,911,47375,NA,0.97,0.97,0.98,0.75,0.98,1.02,1.02,NA,-6,0,9316,0.8,2166258300,4.2,496648501,3.1,49530167,20.8,29,3.3,1527,3.3,"Kansas",441,7.25
442,442,21000,5,10,51,0,2018,"A",NA,"Kentucky -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",116519,1592256,73543988667,17682261707,355482920,888,46189,NA,0.98,0.99,0.99,1.01,1,1,1,NA,867,0.7,12235,0.8,2371193264,3.3,304715294,1.8,-90071380,-20.2,22,2.5,1144,2.5,"Kentucky",442,7.25
443,443,22000,5,10,51,0,2018,"A",NA,"Louisiana -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",126194,1612079,78068483708,14892251214,230347669,931,48427,NA,0.99,0.98,0.99,1.01,1,1.01,1.01,NA,1556,1.2,13755,0.9,3249418187,4.3,309031826,2.1,1652276,0.7,31,3.4,1616,3.5,"Louisiana",443,7.25
444,444,23000,5,10,51,0,2018,"A",NA,"Maine -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",49812,518990,23322212215,6053706077,109469528,864,44938,NA,0.97,0.99,0.98,1.01,1,0.99,0.99,NA,-1061,-2.1,5627,1.1,1010233196,4.5,179972714,3.1,3581229,3.4,28,3.3,1476,3.4,"Maine",444,10
445,445,24000,5,10,51,0,2018,"A",NA,"Maryland -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",169835,2188298,128523234282,22209847687,448990075,1129,58732,NA,1.01,0.96,0.92,1,1.01,0.96,0.96,NA,1182,0.7,21226,1,4556724144,3.7,1800697566,8.8,-30851495,-6.4,29,2.6,1527,2.7,"Maryland",445,10.1
446,446,25000,5,10,51,0,2018,"A",NA,"Massachusetts -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",249913,3156298,231687162251,44543377218,1549516615,1412,73405,NA,1,1.03,1.05,0.85,0.98,1.01,1.01,NA,4514,1.8,40960,1.3,11566760470,5.3,1051663356,2.4,191052840,14.1,53,3.9,2748,3.9,"Massachusetts",446,11
447,447,26000,5,10,51,0,2018,"A",NA,"Michigan -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",240953,3776481,202597589343,37442981565,1194923722,1032,53647,NA,1,1.02,1.02,1.02,1,1,1,NA,3564,1.5,42049,1.1,7177041602,3.7,795451645,2.2,-33308768,-2.7,26,2.6,1318,2.5,"Michigan",447,9.25
448,448,27000,5,10,51,0,2018,"A",NA,"Minnesota -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",168785,2498328,146022554444,60647605166,706603321,1124,58448,NA,0.99,1.02,1.03,1.02,1,1.01,1.01,NA,7802,4.8,24724,1,5847140851,4.2,1606449227,2.7,-32850214,-4.4,34,3.1,1780,3.1,"Minnesota",448,9.86
449,449,28000,5,10,51,0,2018,"A",NA,"Mississippi -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",69895,897893,35012627482,12717294800,70327271,750,38994,NA,0.98,0.93,0.91,1,0.99,0.98,0.98,NA,732,1.1,3751,0.4,1095161378,3.2,199454916,1.6,-9960293,-12.4,21,2.9,1061,2.8,"Mississippi",449,7.25
450,450,29000,5,10,51,0,2018,"A",NA,"Missouri -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",191036,2381261,118086458775,29564397794,348535316,954,49590,NA,0.98,1,1.01,1.01,1,1.01,1.01,NA,-4582,-2.3,14956,0.6,4928460476,4.4,-591690886,-2,-50299467,-12.6,34,3.7,1769,3.7,"Missouri",450,7.85
451,451,30000,5,10,51,0,2018,"A",NA,"Montana -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",47900,381664,16148910028,8625608704,130287916,814,42312,NA,0.99,0.96,0.94,0.83,0.94,0.98,0.98,NA,1332,2.9,6158,1.6,794113424,5.2,413783185,5,24515332,23.2,28,3.6,1421,3.5,"Montana",451,8.3
452,452,31000,5,10,51,0,2018,"A",NA,"Nebraska -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",67975,816876,37457422873,7872521846,73190624,882,45854,NA,0.98,0.98,0.97,1.01,1,0.99,0.99,NA,-674,-1,5380,0.7,1431180518,4,96246306,1.2,2804664,4,28,3.3,1459,3.3,"Nebraska",452,8.25
453,453,32000,5,10,51,0,2018,"A",NA,"Nevada -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",79623,1216080,59499943617,32700938527,655202110,941,48928,NA,1.01,1.04,1.02,1.02,1,0.98,0.98,NA,1331,1.7,45311,3.9,4492124288,8.2,2439981327,8.1,39457828,6.4,37,4.1,1944,4.1,"Nevada",453,7.25
454,454,33000,5,10,51,0,2018,"A",NA,"New Hampshire -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",50054,574083,33028900823,7647659137,65795713,1106,57533,NA,0.98,1.02,1.04,1.02,1.01,1.01,1.01,NA,706,1.4,5069,0.9,1250642075,3.9,161540353,2.2,235976,0.4,32,3,1685,3,"New Hampshire",454,8.6
455,455,34000,5,10,51,0,2018,"A",NA,"New Jersey -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",263159,3472611,226946160213,92652919180,1672849379,1257,65353,NA,1.01,1.01,1,1,1,1,1,NA,3456,1.3,37472,1.1,8109964008,3.7,2709376396,3,-60949635,-3.5,32,2.6,1648,2.6,"New Jersey",455,7.5
456,456,35000,5,10,51,0,2018,"A",NA,"New Mexico -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",56219,645435,28263780723,13826674304,124676535,842,43790,NA,0.96,0.92,0.89,0.99,0.99,0.97,0.97,NA,2224,4.1,12400,2,1638138601,6.2,708536982,5.4,-27056471,-17.8,33,4.1,1730,4.1,"New Mexico",456,10.4
457,457,36000,5,10,51,0,2018,"A",NA,"New York -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",622828,8017398,589087033125,92291156748,2333201503,1413,73476,NA,1,1,1.01,1.02,1.01,1.01,1.01,NA,-480,-0.1,117600,1.5,21372236592,3.8,4181385640,4.7,-291475512,-11.1,31,2.2,1612,2.2,"New York",457,7.25
458,458,37000,5,10,51,0,2018,"A",NA,"North Carolina -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",270234,3710090,188651371987,76555443429,468521368,978,50848,NA,1,0.99,0.99,1.02,1.01,1,1,NA,4845,1.8,76655,2.1,10662301433,6,3593588169,4.9,-299856725,-39,36,3.8,1862,3.8,"North Carolina",458,7.25
459,459,38000,5,10,51,0,2018,"A",NA,"North Dakota -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",29879,346756,18432407986,9247791750,120516829,1022,53157,NA,0.97,0.97,0.99,1,0.99,1.02,1.02,NA,30,0.1,3566,1,992945355,5.7,266624965,3,-58747367,-32.8,45,4.6,2341,4.6,"North Dakota",459,8.3
460,460,39000,5,10,51,0,2018,"A",NA,"Ohio -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",283135,4687246,234289876038,46919088779,1064564660,961,49985,NA,0.98,1.02,1.01,1.02,1.01,0.99,0.99,NA,1502,0.5,40473,0.9,8564468755,3.8,2806682042,6.4,-195908783,-15.5,27,2.9,1408,2.9,"Ohio",460,7.25
461,461,40000,5,10,51,0,2018,"A",NA,"Oklahoma -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",104889,1285704,60137107092,22631067439,227658366,899,46774,NA,0.98,0.94,0.94,0.93,0.97,1,1,NA,274,0.3,25499,2,3212871493,5.6,751840945,3.4,15541029,7.3,30,3.5,1603,3.5,"Oklahoma",461,10.75
462,462,41000,5,10,51,0,2018,"A",NA,"Oregon -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",149168,1648323,85839069410,46176943140,899469781,1001,52077,NA,1,1.01,0.99,1.01,1,0.98,0.98,NA,4586,3.2,51470,3.2,5222141377,6.5,2714949407,6.2,-68069441,-7,30,3.1,1592,3.2,"Oregon",462,7.25
463,463,42000,5,10,51,0,2018,"A",NA,"Pennsylvania -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",342488,5193979,287198233750,51960733038,2631725765,1063,55294,NA,0.99,1.04,1.03,1.02,1,0.99,1,NA,1770,0.5,69523,1.4,12152283846,4.4,2142005822,4.3,-86575815,-3.2,31,3,1621,3,"Pennsylvania",463,10.1
464,464,44000,5,10,51,0,2018,"A",NA,"Rhode Island -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",37304,421767,21809169703,8111738727,214165942,994,51709,NA,1.01,1.03,0.99,1.02,1.01,0.96,0.96,NA,655,1.8,3770,0.9,521822896,2.5,352930514,4.5,-8522608,-3.8,15,1.5,782,1.5,"Rhode Island",464,7.25
465,465,45000,5,10,51,0,2018,"A",NA,"South Carolina -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",128358,1743243,76778999611,25252021205,343236300,847,44044,NA,1,0.98,0.96,1.01,1,0.99,0.99,NA,3417,2.7,55177,3.3,3238749931,4.4,957976672,3.9,6694172,2,9,1.1,479,1.1,"South Carolina",465,7.25
466,466,46000,5,10,51,0,2018,"A",NA,"South Dakota -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",31286,352997,15427592786,4713707817,26509960,840,43705,NA,0.96,0.97,0.97,0.99,0.96,1,1,NA,426,1.4,4072,1.2,649342851,4.4,106097555,2.3,-5515310,-17.2,26,3.2,1351,3.2,"South Dakota",466,8.86
467,467,47000,5,10,51,0,2018,"A",NA,"Tennessee -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",157381,2560978,129795083127,21727276222,241935232,975,50682,NA,1,1.01,1.02,1,0.99,1.01,1.01,NA,4798,3.1,41043,1.6,6288394283,5.1,-1704874711,-7.3,-26396705,-9.8,32,3.4,1670,3.4,"Tennessee",467,7.25
468,468,48000,5,10,51,0,2018,"A",NA,"Texas -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",678492,10429485,611397519428,113062141346,2444137626,1127,58622,NA,1.01,0.99,1.01,1.01,1,1.02,1.02,NA,18093,2.7,278109,2.7,37001423517,6.4,4726706963,4.4,-379862384,-13.5,39,3.6,2039,3.6,"Texas",468,7.25
469,469,49000,5,10,51,0,2018,"A",NA,"Utah -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",99566,1247220,60580191808,32707626637,160374849,934,48572,NA,0.99,0.99,0.99,1.02,1,1,1,NA,4177,4.4,44745,3.7,4500052907,8,2393250597,7.9,-23073475,-12.6,37,4.1,1935,4.1,"Utah",469,7.25
470,470,50000,5,10,51,0,2018,"A",NA,"Vermont -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",24173,257141,11990246378,3801412257,120284028,897,46629,NA,0.97,0.97,0.95,1.01,1,0.98,0.98,NA,139,0.6,695,0.3,397185001,3.4,87039395,2.3,-13827341,-10.3,28,3.2,1422,3.1,"Vermont",470,10.5
